27552,0.9149476025790306,5.5901699437494745,310,233,168,164,315.5,232.0,169,160
20160,0.9083086471998871,2.5,241,157,140,144,241.0,154.5,146,137
23408,0.8274321821549189,3.3541019662496847,95,230,152,154,93.5,227.0,147,180
31680,0.9230530368898273,2.5,137,284,180,176,139.0,282.5,178,167
43680,0.8738424135263565,5.385164807134504,263,330,208,210,261.0,325.0,190,212
55696,0.8143621417076248,3.3541019662496847,271,261,236,236,268.0,259.5,276,249
76728,0.9651567944250871,2.5495097567963922,216,237,276,278,215.5,234.5,279,287
32640,0.8357779454083201,4.031128874149275,159,211,192,170,155.0,211.5,210,155
60024,0.827811286457903,4.716990566028302,150,202,246,244,152.5,206.0,233,214
39204,0.8868392847069442,2.5,182,180,198,198,182.0,177.5,218,201
32384,0.8975905265754777,2.0,221,211,176,184,219.0,211.0,190,190
32760,0.8993120017472972,3.605551275463989,174,284,182,180,172.0,281.0,196,184
24336,0.8735198181279036,4.301162633521313,185,304,156,156,182.5,300.5,143,159
16632,0.834784153490851,2.692582403567252,274,293,126,132,275.0,290.5,146,131
13924,0.889024721543059,5.0990195135927845,264,305,118,118,263.0,300.0,122,110
12540,0.8876195916035985,2.0615528128088303,268,192,114,110,266.0,192.5,112,121
12540,0.8482613277133825,3.905124837953327,233,204,114,110,230.5,201.0,129,104
12096,0.7184018664333625,0.5,247,274,112,108,246.5,274.0,127,134
17388,0.8648577310880008,3.605551275463989,221,184,126,138,218.0,182.0,136,128
40740,0.9337751547987616,1.8027756377319946,148,189,210,194,149.5,188.0,199,194
11440,0.8812854442344046,0.7071067811865476,268,236,110,104,267.5,236.5,115,115
10200,0.8307470533367252,4.272001872658765,351,295,102,100,347.0,293.5,98,113
9408,0.7981734334026584,3.0,337,273,98,96,337.0,270.0,90,112
9408,0.8398232655702587,6.96419413859206,322,300,96,98,315.5,297.5,109,101
10812,0.8682577565632458,1.4142135623730951,279,330,102,106,278.0,331.0,102,120
11024,0.801729106628242,3.3541019662496847,265,425,104,106,263.5,422.0,91,116
12744,0.8921161825726142,1.5811388300841898,306,411,108,118,304.5,410.5,109,109
11648,0.7754395137572707,1.0,341,329,104,112,340.0,329.0,106,142
10812,0.8947795729479581,3.1622776601683795,298,257,102,106,297.0,260.0,108,112
14080,0.8348177100019222,6.5,276,385,110,128,270.0,387.5,102,139
47508,0.947136563876652,2.8284271247461903,217,226,222,214,219.0,224.0,226,222
14592,0.8256560137238707,3.640054944640259,336,420,128,114,332.5,419.0,113,122
16128,0.9331455289983446,3.2015621187164243,411,319,128,126,408.5,317.0,129,130
14396,0.9595141700404858,1.118033988749895,350,299,122,118,349.0,298.5,118,119
15616,0.9068342910480413,1.8027756377319946,336,301,128,122,337.0,299.5,138,121
17152,0.8789899952358265,2.9154759474226504,350,297,134,128,347.5,298.5,147,123
18224,0.8680245928568077,1.4142135623730951,288,305,136,134,289.0,306.0,148,142
21608,0.8885374234804179,2.5,266,314,148,146,266.0,316.5,136,143
26244,0.8765625556465686,2.692582403567252,233,334,162,162,234.0,331.5,172,151
32760,0.8503695691364702,3.3541019662496847,281,351,180,182,282.5,348.0,159,178
36084,0.8150619637750238,2.5,303,383,194,186,301.0,381.5,220,171
56640,0.9342402437102789,4.716990566028302,232,194,236,240,234.5,198.0,231,230
35148,0.9346074448957847,4.301162633521313,314,293,202,174,310.5,290.5,205,181
34992,0.7983093494670775,4.924428900898052,310,241,216,162,305.5,239.0,187,150
41140,0.7657841613105321,6.082762530298219,248,299,242,170,242.0,300.0,192,178
43848,0.9176029962546817,2.692582403567252,246,333,252,174,243.5,332.0,245,184
35520,0.872842149787189,7.106335201775948,174,324,240,148,168.5,328.5,255,137
36656,0.9434811026952209,2.692582403567252,277,369,232,158,274.5,368.0,235,164
14756,0.5985489721886336,7.211102550927978,147,446,238,62,153.0,442.0,164,76
58560,0.8730360791933268,3.1622776601683795,250,217,240,244,253.0,218.0,240,218
25056,0.6132368871649718,5.385164807134504,225,421,232,108,227.0,416.0,160,128
26964,0.8161412774385212,3.0413812651491097,201,342,214,126,204.0,342.5,240,115
28080,0.788862700953319,5.385164807134504,243,338,216,130,238.0,340.0,194,114
29104,0.8412109096101671,5.5901699437494745,321,337,214,136,315.5,338.0,235,148
28560,0.8082995484360065,6.576473218982953,271,298,210,136,264.5,299.0,179,144
24308,0.947037841191067,1.0,205,261,206,118,205.0,260.0,214,118
19716,0.7727429045374548,4.527692569068709,249,317,186,106,244.5,317.5,179,133
18792,0.8085452162516382,6.670832032063167,298,283,174,108,291.5,281.5,159,97
20880,0.9018654073199528,3.3541019662496847,303,269,174,120,306.0,270.5,168,113
49280,0.9286544073895673,5.5901699437494745,303,225,220,224,305.5,220.0,221,236
24208,0.7287444439913551,4.5,283,293,178,136,283.0,288.5,160,111
28336,0.8506713164777681,0.5,322,342,184,154,322.5,342.0,173,140
30096,0.83966526181741,5.5901699437494745,167,323,198,152,162.0,320.5,180,167
23436,0.8372140943746137,4.5,259,241,186,126,259.0,245.5,208,121
22568,0.8336642915547249,3.3541019662496847,258,251,182,124,255.0,249.5,206,117
20532,0.9173711156090011,4.5,305,232,174,118,300.5,232.0,169,114
21960,0.8448165117971995,4.924428900898052,354,230,180,122,349.5,232.0,191,108
25668,0.9069118720153699,5.70087712549569,363,238,186,138,358.5,234.5,187,137
30952,0.8307943885015923,6.5,457,202,212,146,454.5,196.0,197,164
31392,0.7610203138172028,5.852349955359813,517,261,218,144,519.0,255.5,192,171
45796,0.8758218230735709,0.7071067811865476,378,251,214,214,378.5,250.5,241,219
33900,0.7731715999014266,4.743416490252569,501,319,226,150,499.5,323.5,187,163
34944,0.8440189613622521,3.640054944640259,499,369,224,156,498.0,372.5,202,169
36160,0.8634634853749966,1.4142135623730951,505,381,226,160,504.0,380.0,200,156
27720,0.718692058431094,6.5,528,412,220,126,528.0,418.5,174,123
16128,0.6087915747408733,15.20690632574555,489,438,224,72,475.5,445.0,313,70
40660,0.948040162418122,2.5495097567963922,236,186,190,214,238.5,186.5,193,221
44688,0.96676370433232,2.692582403567252,262,195,196,228,264.5,194.0,201,230
46144,0.8816961889425657,2.5,302,242,206,224,300.5,240.0,191,214
45760,0.8225562302993606,2.23606797749979,358,213,208,220,356.0,212.0,240,232
48300,0.8764002517306482,6.264982043070834,344,133,210,230,341.0,127.5,226,245
41208,0.9156708215429948,3.0,346,204,204,202,346.0,201.0,210,190
50160,0.851788268955651,2.692582403567252,354,117,220,228,351.5,116.0,255,232
56120,0.8955348681643347,6.800735254367722,269,179,230,244,262.5,177.0,241,258
59520,0.9437751004016064,3.0413812651491097,336,199,240,248,335.5,202.0,235,240
62484,0.9246590425297649,4.5,309,257,246,254,304.5,257.0,259,262
96712,0.9008746355685131,10.198039027185569,161,244,314,308,171.0,246.0,342,314
88768,0.8893367169229238,2.0615528128088303,333,176,292,304,331.0,175.5,314,319
82928,0.9731487112316977,1.8027756377319946,395,158,292,284,396.5,159.0,299,284
82908,0.9313772556550225,4.924428900898052,418,332,294,282,416.0,327.5,306,285
73360,0.8790928368615893,5.220153254455275,391,197,262,280,389.5,202.0,289,286
39200,0.9426743934402577,1.118033988749895,281,269,196,200,281.5,268.0,207,198
60192,0.8736176466222334,1.4142135623730951,387,227,228,264,388.0,228.0,254,256
62640,0.8543939817837048,4.716990566028302,392,159,232,270,388.0,161.5,234,239
54864,0.8692602375496353,5.1478150704935,343,230,216,254,345.5,234.5,225,229
49600,0.8554120864195295,0.0,205,220,200,248,205.0,220.0,222,234
59904,0.9020759890325107,2.5,215,250,234,256,215.0,252.5,248,245
73440,0.8785112629649098,2.5,223,283,272,270,220.5,283.0,289,250
68644,0.839095065121611,5.024937810560445,243,190,262,262,242.5,185.0,277,230
82844,0.9363668159714779,8.558621384311845,192,248,298,278,193.0,256.5,298,295
89320,0.8635021844373598,6.020797289396148,170,241,308,290,174.5,245.0,349,284
73440,0.8836140700811924,6.670832032063167,263,154,272,270,264.5,160.5,295,271
39188,0.8659083451821066,6.946221994724902,248,321,202,194,242.0,324.5,222,205
95480,0.9414607385981099,4.6097722286464435,302,282,310,308,301.0,277.5,320,307
86832,0.8584015484495342,6.18465843842649,316,341,324,268,314.5,347.0,363,266
104328,0.9303602614190807,4.123105625617661,406,244,324,322,405.0,248.0,340,320
103016,0.8043999534396461,1.5,441,255,326,316,439.5,255.0,363,354
101060,0.8281447219485183,7.810249675906654,459,295,326,310,454.0,301.0,370,330
108120,0.9395750012046451,4.743416490252569,450,316,340,318,448.5,311.5,353,319
100980,0.8846183980290935,2.5495097567963922,425,272,330,306,427.5,272.5,367,313
96552,0.8691271071891938,5.5901699437494745,405,281,324,298,399.5,282.0,329,332
83512,0.8462548318868062,1.118033988749895,332,274,286,292,331.5,275.0,329,282
65520,0.8037117538873099,5.408326913195984,300,231,252,260,297.0,226.5,304,261
30972,0.8863141216082393,1.5811388300841898,241,157,178,174,240.5,155.5,189,187
96712,0.933105173851773,1.118033988749895,452,260,308,314,452.5,261.0,319,326
97920,0.9365196796679461,6.800735254367722,361,243,306,320,363.0,249.5,314,327
118856,0.9336541065216939,4.949747468305833,318,208,332,358,321.5,211.5,317,355
156672,0.6993068326495968,6.103277807866851,315,232,384,408,311.5,227.0,445,320
159152,0.9131656019319369,5.024937810560445,338,214,392,406,338.5,219.0,399,438
171296,0.5341488989863684,11.045361017187261,348,235,404,424,349.0,224.0,554,282
170520,0.8437768626151054,1.0,357,252,406,420,356.0,252.0,424,368
163072,0.8034851740211475,2.5,279,196,416,392,277.0,194.5,486,365
173880,0.7326914975694494,6.020797289396148,295,257,414,420,290.5,261.0,513,372
169728,0.7417246316033029,5.522680508593631,275,267,416,408,280.5,266.5,517,369
18600,0.8340910201886884,3.2015621187164243,238,201,124,150,235.5,199.0,113,164
24320,0.9161676646706587,1.0,217,190,160,152,216.0,190.0,166,160
156812,0.8192302651697173,2.0615528128088303,269,221,398,394,268.5,219.0,407,328
146680,0.6769008525097153,4.743416490252569,262,254,386,380,260.5,258.5,309,323
137560,0.9094394213381555,12.010412149464313,185,219,362,380,197.0,218.5,394,385
140624,0.7838291887245805,4.949747468305833,221,188,374,376,217.5,184.5,413,321
108232,0.8046298287106716,8.0156097709407,267,243,326,332,266.5,251.0,381,308
94608,0.8244802895313298,7.0710678118654755,273,149,324,292,272.0,156.0,368,312
96720,0.9206422726570943,10.124228365658293,306,158,312,310,302.5,167.5,317,311
96100,0.8786127167630058,8.06225774829855,341,177,310,310,334.0,181.0,310,338
95256,0.9237796530007717,8.902246907382429,339,147,324,294,333.5,154.0,315,308
102144,0.8258236454096156,2.5,330,152,336,304,331.5,154.0,399,296
19600,0.9308085571052762,0.7071067811865476,243,267,140,140,242.5,266.5,133,143
93492,0.8856857817808773,4.47213595499958,321,206,318,294,319.0,210.0,330,320
75504,0.9022286503188482,4.123105625617661,296,229,286,264,297.0,233.0,266,256
63468,0.9041597671734658,2.5495097567963922,292,216,258,246,291.5,218.5,281,245
57112,0.9113680154142582,3.5355339059327378,305,210,242,236,301.5,209.5,237,253
89760,0.9051339515183914,7.810249675906654,438,254,272,330,433.0,260.0,268,352
99532,0.9044652128764278,6.5,486,285,298,334,480.0,287.5,320,345
89216,0.916468666057434,3.2015621187164243,500,248,272,328,497.5,250.0,271,306
93060,0.9085118233834625,6.020797289396148,407,303,282,330,402.5,307.0,299,316
92092,0.939293058918916,6.800735254367722,360,231,286,322,364.0,225.5,278,315
83520,0.9297035230511562,7.3824115301167,350,149,288,290,346.5,142.5,281,285
13688,0.8510911424903723,4.0,276,245,118,116,272.0,245.0,132,122
119572,0.881695779923154,7.0710678118654755,427,182,334,358,420.0,181.0,342,328
146608,0.9147916764526282,3.905124837953327,390,280,374,392,387.0,282.5,404,391
156672,0.8877845870510908,10.44030650891055,397,209,384,408,387.0,212.0,364,382
146568,0.9241320799538467,4.031128874149275,366,206,372,394,365.5,210.0,371,366
134640,0.7788999429444594,5.024937810560445,312,242,360,374,307.0,241.5,412,329
139120,0.8348956758391292,7.905694150420948,310,243,376,370,303.5,247.5,389,319
123192,0.8460925451768334,3.5355339059327378,341,226,354,348,337.5,226.5,391,323
150544,0.9080237990169971,4.924428900898052,426,229,388,388,428.0,224.5,418,387
154400,0.6629158242122923,4.47213595499958,406,231,400,386,404.0,235.0,428,268
158388,0.7935492365978178,5.0,364,222,402,394,360.0,219.0,426,328
12100,0.8869389888731237,3.0413812651491097,274,244,110,110,271.0,243.5,120,107
106536,0.8207185468504173,7.566372975210778,399,142,386,276,400.0,134.5,334,269
58056,0.7473530798576878,14.430869689661812,345,86,354,164,348.5,100.0,317,200
96768,0.8838882989826387,3.5355339059327378,327,149,336,288,323.5,149.5,371,297
95256,0.9180994429503474,6.576473218982953,361,185,324,294,354.5,184.0,321,308
89516,0.8943461389597372,1.0,360,241,322,278,360.0,240.0,336,298
105184,0.9278453946621753,5.852349955359813,395,266,346,304,397.0,271.5,360,295
115800,0.8749952630077806,17.334935823359714,401,323,386,300,386.5,332.5,413,287
116900,0.886208534359923,7.158910531638177,462,253,350,334,460.5,260.0,359,302
82360,0.9417978271991333,6.020797289396148,497,168,284,290,496.5,174.0,285,274
61500,0.905660075254183,1.118033988749895,487,195,250,246,486.0,195.5,228,249
9216,0.8513620735255224,2.9154759474226504,276,245,96,96,274.5,242.5,87,93
57564,0.8769537436935511,4.6097722286464435,507,226,246,234,503.5,223.0,243,260
49728,0.9153924763318744,2.692582403567252,526,244,224,222,523.5,245.0,233,210
46640,0.8546141137597356,2.5,447,177,220,212,447.0,174.5,246,223
41600,0.8401771049060915,2.0615528128088303,463,220,208,200,461.0,220.5,180,195
38380,0.9405622079812087,3.1622776601683795,472,238,202,190,471.0,235.0,196,188
40320,0.9072086617912433,4.123105625617661,454,289,210,192,453.0,285.0,198,198
40352,0.8831565179479727,3.605551275463989,400,228,208,194,397.0,226.0,208,176
41184,0.7945320858658289,6.800735254367722,345,199,208,198,347.0,192.5,222,167
49680,0.8961038961038961,3.1622776601683795,245,252,230,216,244.0,249.0,216,206
50616,0.8847724705268951,4.527692569068709,238,143,222,228,238.5,147.5,205,227
8280,0.7948883856357166,2.5,258,251,92,90,255.5,251.0,81,100
52864,0.8188466947960619,3.0413812651491097,253,199,224,236,250.0,199.5,204,213
45344,0.8784284031633854,8.139410298049853,413,179,208,218,414.5,171.0,197,220
45368,0.9638009049773756,1.0,457,245,212,214,457.0,244.0,218,212
50600,0.9695474932625044,2.1213203435596424,502,253,230,220,503.5,251.5,227,221
52432,0.8606460011390449,3.3541019662496847,458,184,232,226,456.5,181.0,255,240
52416,0.9336099585062241,1.118033988749895,483,294,234,224,483.5,295.0,225,230
47508,0.9172802169152153,1.5811388300841898,438,254,222,214,437.5,255.5,221,199
44940,0.896610482216699,4.6097722286464435,449,260,214,210,450.0,255.5,200,209
41612,0.9531303690468009,2.0,452,286,206,202,452.0,284.0,212,202
40400,0.9524251732266591,1.5,455,316,202,200,455.0,317.5,198,207
7056,0.6574756574756575,3.605551275463989,262,248,84,84,260.0,245.0,98,110
45368,0.9553945622643893,2.692582403567252,487,320,212,214,486.0,317.5,210,223
44520,0.9295154185022027,0.7071067811865476,496,343,210,212,495.5,342.5,225,211
33088,0.870403427347376,3.605551275463989,403,273,176,188,401.0,270.0,158,184
29216,0.8048906048906049,3.3541019662496847,376,256,166,176,377.5,259.0,159,210
28900,0.895831195923532,4.123105625617661,389,261,170,170,385.0,262.0,154,168
27840,0.7699887658481784,6.519202405202649,405,262,174,160,411.5,262.5,149,181
34196,0.9056638713261554,2.8284271247461903,464,352,206,166,462.0,350.0,206,180
35964,0.8736141296871991,4.031128874149275,396,284,222,162,395.5,280.0,219,144
36160,0.7930883519851151,3.1622776601683795,313,221,226,160,310.0,222.0,186,154
41984,0.9017543859649123,1.8027756377319946,319,210,256,164,318.0,208.5,274,171
6888,0.7139617292700212,1.8027756377319946,248,279,82,84,246.5,278.0,73,68
45036,0.8477205962354477,1.0,338,200,278,162,337.0,200.0,238,164
48472,0.7993383969987619,6.670832032063167,340,238,292,166,333.5,239.5,259,187
47000,0.8657541746509718,2.23606797749979,368,271,250,188,366.0,270.0,280,194
42768,0.7963376177918748,2.5495097567963922,367,262,216,198,364.5,261.5,257,211
42016,0.8682914182006741,2.5495097567963922,398,222,202,208,398.5,219.5,187,197
39996,0.9041025699418148,2.692582403567252,421,251,198,202,420.0,248.5,214,201
38016,0.8651458612030323,4.301162633521313,465,260,192,198,468.5,257.5,215,191
35640,0.9398635239105021,1.5811388300841898,413,289,180,198,413.5,287.5,185,191
31488,0.8637216688321062,5.70087712549569,327,329,164,192,330.5,324.5,155,211
28836,0.9383072383378751,3.5355339059327378,290,263,162,178,287.5,260.5,169,183
6240,0.8441215323645971,2.5495097567963922,197,281,80,78,194.5,280.5,77,71
30260,0.8258028684373877,7.648529270389178,290,343,170,178,288.5,335.5,161,157
30912,0.9019350711658404,6.18465843842649,227,344,168,184,228.5,338.0,163,172
30212,0.778951595465357,7.0710678118654755,260,284,166,182,265.0,279.0,178,150
33440,0.9209039548022598,3.5,270,178,176,190,273.5,178.0,163,190
35672,0.9272080940661744,3.605551275463989,307,153,182,196,310.0,151.0,172,198
37632,0.8703526676140033,1.8027756377319946,281,217,192,196,282.5,218.0,171,200
41200,0.8293699045189068,0.0,291,221,206,200,291.0,221.0,226,220
48256,0.8768675842429995,4.0,252,224,232,208,252.0,220.0,220,226
49692,0.9257822336208906,2.692582403567252,258,265,246,202,255.5,266.0,247,214
61560,0.838125464244716,2.1213203435596424,247,225,270,228,248.5,223.5,295,251
5776,0.7756788665879575,1.4142135623730951,189,281,76,76,188.0,280.0,72,62
69384,0.8912440957176875,3.0413812651491097,234,328,294,236,231.0,328.5,288,261
78432,0.9046635647591404,4.743416490252569,240,326,304,258,235.5,324.5,279,259
78600,0.9279343560470924,4.527692569068709,319,312,300,262,318.5,316.5,289,259
18396,0.9336834208552138,0.7071067811865476,225,309,126,146,224.5,308.5,129,155
5776,0.9252674897119342,0.0,200,266,76,76,200.0,266.0,78,72
5328,0.6998030203545633,5.408326913195984,229,265,72,74,224.5,262.0,97,76
5624,0.8237229437229437,2.23606797749979,235,268,74,76,233.0,267.0,70,66
5184,0.7849462365591398,3.0,230,263,72,72,227.0,263.0,92,72
5184,0.9726027397260274,1.0,222,256,72,72,222.0,255.0,72,70
3480,0.9217559715945771,1.5811388300841898,216,234,60,58,214.5,233.5,63,61
3600,0.7579617834394905,3.3541019662496847,216,213,60,60,213.0,211.5,76,61
3600,0.8062965633261235,2.0615528128088303,220,184,60,60,218.0,183.5,68,55
3960,0.9401886358408098,1.118033988749895,210,167,60,66,211.0,167.5,62,69
3844,0.8407376362112322,4.031128874149275,181,265,62,62,177.5,263.0,63,58
18688,0.9309126247901758,3.5355339059327378,289,226,128,146,286.5,223.5,133,145
3844,0.95324415551944,0.7071067811865476,197,317,62,62,197.5,316.5,63,61
4096,0.7145273127008287,2.23606797749979,253,313,64,64,252.0,311.0,80,72
3364,0.877854487519915,3.1622776601683795,285,270,58,58,282.0,269.0,62,56
3360,0.7303087586641462,2.1213203435596424,234,270,56,60,232.5,268.5,69,69
3480,0.9057366011311608,1.5811388300841898,240,275,58,60,239.5,273.5,61,57
3600,0.8557715973418656,1.5811388300841898,253,261,60,60,252.5,259.5,67,57
3720,0.9240696654554567,1.8027756377319946,225,221,60,62,224.0,219.5,58,65
3968,0.8788766788766789,1.5811388300841898,189,242,64,62,187.5,242.5,59,61
4096,0.8973705548476775,1.8027756377319946,136,227,64,64,137.5,226.0,65,60
4224,0.8837469260004471,2.0615528128088303,149,282,66,64,148.5,280.0,69,58
17892,0.9250664208642846,4.031128874149275,279,158,126,142,275.0,158.5,122,141
4752,0.8048419885418592,2.9154759474226504,129,300,72,66,126.5,298.5,65,75
4752,0.8082191780821918,2.5495097567963922,186,299,66,72,186.5,296.5,59,67
4480,0.834192037470726,2.5,292,380,64,70,290.0,381.5,74,69
5032,0.8039742728232696,3.8078865529319543,282,300,68,74,278.5,298.5,63,67
4896,0.7709570957095709,4.123105625617661,164,217,72,68,163.0,213.0,84,66
5460,0.8511371467953136,3.605551275463989,117,215,78,70,114.0,213.0,78,64
6192,0.8846546941159293,2.23606797749979,372,275,86,72,374.0,274.0,82,78
5320,0.8580645161290322,3.905124837953327,415,244,76,70,412.0,241.5,70,67
4896,0.8408467267738142,2.0,435,181,72,68,435.0,179.0,64,66
5180,0.911037315389321,1.5,329,140,74,70,329.0,138.5,78,71
